# Simulation 2D plane y | 2020-08-03 14:34:06.353734
x;y;z;Bx;By;Bz;Fx;Fy;Fz
[mm];[mm];[mm];[mT];[mT];[mT];[N];[N];[N]
-30.0;0.0;0.0;-0.7415695063265435;9.081607222680844e-17;-0.6684630162350084;9.074e-07;0.0;-3.08e-08
-28.235294117647058;0.0;0.0;-0.9021153502352486;1.1047726761272907e-16;-0.7563280630414966;1.3274e-06;0.0;-4.95e-08
-26.470588235294116;0.0;0.0;-1.106799089557375;1.3554379623256439e-16;-0.8579096027417444;1.9812e-06;0.0;-8.13e-08
-24.705882352941178;0.0;0.0;-1.370547366356232;1.6784364452879944e-16;-0.9753168127694455;3.0241e-06;0.0;-1.36e-07
-22.941176470588236;0.0;0.0;-1.7144360812434118;2.099578659237476e-16;-1.110815305670712;4.7337e-06;0.0;-2.324e-07
-21.176470588235293;0.0;0.0;-2.1688108333539127;2.6560272450229727e-16;-1.2667156153845323;7.625e-06;0.0;-4.061e-07
-19.411764705882355;0.0;0.0;-2.778409551911698;3.4025703644690927e-16;-1.4451727720928385;1.26948e-05;0.0;-7.267e-07
-17.647058823529413;0.0;0.0;-3.6111496715412312;4.4223828864949846e-16;-1.647860446240726;2.19719e-05;0.0;-1.3348e-06
-15.882352941176471;0.0;0.0;-4.774030969559381;5.846501745901231e-16;-1.8754828902265301;3.98482e-05;0.0;-2.5238e-06
-14.117647058823529;0.0;0.0;-6.443855396087061;7.891446884986419e-16;-2.1271028529741174;7.6583e-05;0.0;-4.9319e-06
-12.352941176470587;0.0;0.0;-8.931491004985608;1.0937921870869001e-15;-2.3993067276591047;0.00015859;0.0;-1.00313e-05
-10.588235294117649;0.0;0.0;-12.830330615938706;1.5712623320811626e-15;-2.6853121821249495;0.0003631678;0.0;-2.14885e-05
-8.823529411764707;0.0;0.0;-19.40640477909727;2.3765991495679367e-15;-2.9742489275133988;0.0009600623;0.0;-4.95697e-05
-7.0588235294117645;0.0;0.0;-31.825341315171958;3.897480237339736e-15;-3.25097767218863;0.0031688201;0.0;-0.0001289003
-5.294117647058826;0.0;0.0;-60.272802978188935;7.381289524287813e-15;-3.496872334580731;0.0154727076;0.0;-0.0004228893
-3.529411764705884;0.0;0.0;-160.350252850708;1.9637242389608827e-14;-3.691856774274099;0.1968294348;0.0;-0.002706163
-1.764705882352942;0.0;0.0;nan;nan;nan;nan;nan;nan
0.0;0.0;0.0;nan;nan;nan;nan;nan;nan
1.764705882352942;0.0;0.0;nan;nan;nan;nan;nan;nan
3.529411764705884;0.0;0.0;160.350252850708;0.0;-3.691856774274099;-0.1968294348;0.0;-0.002706163
5.294117647058826;0.0;0.0;60.272802978188935;0.0;-3.496872334580731;-0.0154727076;0.0;-0.0004228893
7.058823529411761;0.0;0.0;31.825341315172004;0.0;-3.2509776721886365;-0.0031688201;0.0;-0.0001289003
8.823529411764703;0.0;0.0;19.406404779097297;0.0;-2.9742489275133943;-0.0009600623;0.0;-4.95697e-05
10.588235294117645;0.0;0.0;12.830330615938713;0.0;-2.685312182124949;-0.0003631678;0.0;-2.14885e-05
12.352941176470587;0.0;0.0;8.931491004985608;0.0;-2.3993067276591047;-0.00015859;0.0;-1.00313e-05
14.117647058823529;0.0;0.0;6.443855396087061;0.0;-2.1271028529741174;-7.6583e-05;0.0;-4.9319e-06
15.882352941176471;0.0;0.0;4.774030969559381;0.0;-1.8754828902265301;-3.98482e-05;0.0;-2.5238e-06
17.647058823529413;0.0;0.0;3.6111496715412312;0.0;-1.647860446240726;-2.19719e-05;0.0;-1.3348e-06
19.411764705882348;0.0;0.0;2.7784095519117025;0.0;-1.445172772092839;-1.26948e-05;0.0;-7.267e-07
21.17647058823529;0.0;0.0;2.1688108333539122;0.0;-1.266715615384535;-7.625e-06;0.0;-4.061e-07
22.941176470588232;0.0;0.0;1.7144360812434138;0.0;-1.11081530567071;-4.7337e-06;0.0;-2.324e-07
24.705882352941174;0.0;0.0;1.3705473663562326;0.0;-0.9753168127694456;-3.0241e-06;0.0;-1.36e-07
26.470588235294116;0.0;0.0;1.106799089557375;0.0;-0.8579096027417444;-1.9812e-06;0.0;-8.13e-08
28.235294117647058;0.0;0.0;0.9021153502352486;0.0;-0.7563280630414966;-1.3274e-06;0.0;-4.95e-08
30.0;0.0;0.0;0.7415695063265435;0.0;-0.6684630162350084;-9.074e-07;0.0;-3.08e-08
-30.0;0.0;0.8823529411764706;-0.7796085775033613;9.547451490273127e-17;-0.6183256177967442;8.986e-07;0.0;-4.48e-08
-28.235294117647058;0.0;0.8823529411764706;-0.945673994153218;1.158116629976631e-16;-0.6934063216747195;1.3125e-06;0.0;-7.23e-08
-26.470588235294116;0.0;0.8823529411764706;-1.15657736165474;1.416398763916768e-16;-0.7782583819118537;1.9558e-06;0.0;-1.192e-07
-24.705882352941178;0.0;0.8823529411764706;-1.427208290273475;1.747826064399978e-16;-0.8735339776917018;2.9796e-06;0.0;-2.006e-07
-22.941176470588236;0.0;0.8823529411764706;-1.7784950641539787;2.1780282876155367e-16;-0.9793867304956309;4.6538e-06;0.0;-3.458e-07
-21.176470588235293;0.0;0.8823529411764706;-2.240437788621595;2.7437449665242106e-16;-1.0949852743682744;7.4776e-06;0.0;-6.12e-07
-19.411764705882355;0.0;0.8823529411764706;-2.8570786584103205;3.498912233934413e-16;-1.217652173623431;1.24144e-05;0.0;-1.1156e-06
-17.647058823529413;0.0;0.8823529411764706;-3.69501088647176;4.525083254932264e-16;-1.341301785028785;2.14191e-05;0.0;-2.1054e-06
-15.882352941176471;0.0;0.8823529411764706;-4.858733030780916;5.950231854057367e-16;-1.4534735969970036;3.87072e-05;0.0;-4.1434e-06
-14.117647058823529;0.0;0.8823529411764706;-6.520161351460493;7.984894728990373e-16;-1.5292837008736606;7.40857e-05;0.0;-8.5994e-06
-12.352941176470587;0.0;0.8823529411764706;-8.979836557853424;1.0997128097441582e-15;-1.517804497915271;0.0001526545;0.0;-1.91735e-05
-10.588235294117649;0.0;0.8823529411764706;-12.806260875395868;1.5683146390099531e-15;-1.307132059143979;0.0003472064;0.0;-4.74009e-05
-8.823529411764707;0.0;0.8823529411764706;-19.192866449952724;2.350448246439723e-15;-0.6185005710366912;0.0009077472;0.0;-0.0001375006
-7.0588235294117645;0.0;0.8823529411764706;-31.02766518920392;3.799793085897434e-15;1.3955994638059497;0.0029277039;0.0;-0.0005211017
-5.294117647058826;0.0;0.8823529411764706;-56.86314276120968;6.963726577197442e-15;8.294027715669099;0.0133532185;0.0;-0.0032293277
-3.529411764705884;0.0;0.8823529411764706;-128.21765324218873;1.5702133863723167e-14;46.98532591353392;0.1098068673;0.0;-0.055751757
-1.764705882352942;0.0;0.8823529411764706;-153.66322817250824;1.881831805281116e-14;262.1639000007977;0.1370844056;0.0;-0.6028883429
0.0;0.0;0.8823529411764706;0.0;0.0;330.04488458510724;0.0;0.0;-0.5524003479
1.764705882352942;0.0;0.8823529411764706;153.66322817250824;0.0;262.1639000007977;-0.1370844056;0.0;-0.6028883429
3.529411764705884;0.0;0.8823529411764706;128.21765324218873;0.0;46.98532591353392;-0.1098068673;0.0;-0.055751757
5.294117647058826;0.0;0.8823529411764706;56.86314276120968;0.0;8.294027715669099;-0.0133532185;0.0;-0.0032293277
7.058823529411761;0.0;0.8823529411764706;31.02766518920396;0.0;1.3955994638059463;-0.0029277039;0.0;-0.0005211017
8.823529411764703;0.0;0.8823529411764706;19.192866449952735;0.0;-0.618500571036688;-0.0009077472;0.0;-0.0001375006
10.588235294117645;0.0;0.8823529411764706;12.806260875395871;0.0;-1.3071320591439823;-0.0003472064;0.0;-4.74009e-05
12.352941176470587;0.0;0.8823529411764706;8.979836557853424;0.0;-1.517804497915271;-0.0001526545;0.0;-1.91735e-05
14.117647058823529;0.0;0.8823529411764706;6.520161351460493;0.0;-1.5292837008736606;-7.40857e-05;0.0;-8.5994e-06
15.882352941176471;0.0;0.8823529411764706;4.858733030780916;0.0;-1.4534735969970036;-3.87072e-05;0.0;-4.1434e-06
17.647058823529413;0.0;0.8823529411764706;3.69501088647176;0.0;-1.341301785028785;-2.14191e-05;0.0;-2.1054e-06
19.411764705882348;0.0;0.8823529411764706;2.8570786584103245;0.0;-1.2176521736234316;-1.24144e-05;0.0;-1.1156e-06
21.17647058823529;0.0;0.8823529411764706;2.2404377886215947;0.0;-1.0949852743682744;-7.4776e-06;0.0;-6.12e-07
22.941176470588232;0.0;0.8823529411764706;1.7784950641539792;0.0;-0.979386730495631;-4.6538e-06;0.0;-3.458e-07
24.705882352941174;0.0;0.8823529411764706;1.427208290273475;0.0;-0.8735339776917023;-2.9796e-06;0.0;-2.006e-07
26.470588235294116;0.0;0.8823529411764706;1.15657736165474;0.0;-0.7782583819118537;-1.9558e-06;0.0;-1.192e-07
28.235294117647058;0.0;0.8823529411764706;0.945673994153218;0.0;-0.6934063216747195;-1.3125e-06;0.0;-7.23e-08
30.0;0.0;0.8823529411764706;0.7796085775033613;0.0;-0.6183256177967442;-8.986e-07;0.0;-4.48e-08
-30.0;0.0;1.7647058823529411;-0.8120395923848365;9.944616875950115e-17;-0.5669980589317154;8.864e-07;0.0;-5.98e-08
-28.235294117647058;0.0;1.7647058823529411;-0.981952285463275;1.2025447233080276e-16;-0.6292829354024556;1.2919e-06;0.0;-9.65e-08
-26.470588235294116;0.0;1.7647058823529411;-1.196808961776815;1.4656682642308435e-16;-0.6974880471716116;1.9203e-06;0.0;-1.588e-07
-24.705882352941178;0.0;1.7647058823529411;-1.47120759523757;1.801709672388965e-16;-0.7708785782507768;2.9172e-06;0.0;-2.673e-07
-22.941176470588236;0.0;1.7647058823529411;-1.825537122753224;2.2356381941044044e-16;-0.8476108729439255;4.5411e-06;0.0;-4.612e-07
-21.176470588235293;0.0;1.7647058823529411;-2.288826194538845;2.8030036729466135e-16;-0.9239022105319286;7.2675e-06;0.0;-8.179e-07
-19.411764705882355;0.0;1.7647058823529411;-2.903373065766975;3.555606531722164e-16;-0.9925682984515243;1.20087e-05;0.0;-1.4975e-06
-17.647058823529413;0.0;1.7647058823529411;-3.7325889777105115;4.571103144085869e-16;-1.0403484420114497;2.06e-05;0.0;-2.8461e-06
-15.882352941176471;0.0;1.7647058823529411;-4.874949899313563;5.970091790198067e-16;-1.042747712034869;3.69628e-05;0.0;-5.6616e-06
-14.117647058823529;0.0;1.7647058823529411;-6.4902667833777254;7.948284441875919e-16;-0.9533649545963043;7.00964e-05;0.0;-1.19334e-05
-12.352941176470587;0.0;1.7647058823529411;-8.852521577282262;1.0841212214001602e-15;-0.6797326856785554;0.0001426059;0.0;-2.71659e-05
-10.588235294117649;0.0;1.7647058823529411;-12.464516177160922;1.5264629839280526e-15;-0.022135515593598956;0.0003181585;0.0;-6.88346e-05
-8.823529411764707;0.0;1.7647058823529411;-18.32877212646989;2.244627211698258e-15;1.5045484088841408;0.0008048326;0.0;-0.0002039561
-7.0588235294117645;0.0;1.7647058823529411;-28.641629755169074;3.5075880202031398e-15;5.290590611639626;0.0024288503;0.0;-0.0007669252
-5.294117647058826;0.0;1.7647058823529411;-48.51600808261454;5.9414974005781014e-15;16.323972891904578;0.0093399855;0.0;-0.0041750566
-3.529411764705884;0.0;1.7647058823529411;-84.87537656241184;1.0394235823358395e-14;56.44768931682364;0.0422371761;0.0;-0.0357723518
